id,date,text
988,1796-08-05,A fine day. I have finished Petrarch. Walked up to the new  Barn and over to the old Plain. Sullivan and Mr. Sam.  Hayward threshing Billings and  Bass carting Earth and Seaweed and liming the Compost.  Mr. Wibirt dined with Us.James brought home  the twin oxen from Long Island. Trask burning Bushes in the Swamp on  Penns Hill.
989,1796-08-06,Bass and Billings brought another Load of  Seaweed in the Evening for the Swine. Sullivan Lothrop went  home. Mrs. A. paid him 15 dollars.  Mr. Flynt called at  Evening. Tomorrow is the last Sunday of his Engagement at  Milton. He then goes a journey for 3 Weeks after which he  returns. Mr. Whitcomb supplies Us in the mean time. Rode up to  the burnt Swamp.   50    
990,1796-08-07,Mr. Whitcomb preached and dined with Us. Prince having  provoked beyond bearing by his insolent Contempt of repeated orders got a  gentle flogging and went off i.e. run away. Thomas Lothrop  return'd from  Bridgwater.
991,1796-08-08,Billing and Bass gone to mowing Salt Grass  at the Beach Meadow. T. Lothrop unloading the Sea weed. No  Negro but James who shall be the last. -- Agreed with  Mr. Reed of  Abington to plough for me next Monday &c.  Trask half a day mowing bushes.
992,1796-08-09,4 hands mowing Salt Grass. Finished the Beach Meadow. Trask mowing Bushes to  make room for the plough upon  Penns hill. T. Lothrop threshing Corn --  Brisler winnowing Barley.
993,1796-08-10,Mr. Howell of  Rhode Island came up to see me and conversed the whole Evening  concerning  St. Croix and his Commission for settling that Boundary.   51    
994,1796-08-11,Mr. Thomas Johnson only son of Joshua  Johnson of  London Consul came to visit Us and spent the day and night  with Us. I carried him to the  Pinnacle of Penns Hill to show him the Prospect.
995,1796-08-12,Billing Bass and  Sullivan carting Salt Hay from the Beech Marsh. Tirell and Th.  Lothrop threshing and winnowing Barley.
996,1796-08-13,Read much in Tullys Offices.
997,1796-08-14,One great Advantage of the Christian Religion is that it brings the great  Principle of the Law of Nature and Nations Love your Neighbour as yourself and do to others as you would that  others should do to you to the Knowledge Belief and Veneration of the whole  People. Children Servants Women and Men are all Professors in the science of  public as well as private Morality. No other Institution for Education no kind  of political Discipline could diffuse this kind of necessary Information so  universally among all Ranks and Descriptions of Citizens. The Duties and Rights  of The Man and the Citizen are thus taught from early Infancy to every  Creature. The Sanctions of a future Life are thus added to the  Observance of civil and political as well as domestic and private Duties.  Prudence Justice Temperance and Fortitude are thus taught to be the means  and Conditions of future as well as present Happiness.
998,1796-08-15,Mrs. Adams went with Mrs. Otis to  Situate and  Plymouth.
999,1796-08-16,Tirrell and Thomas still threshing.  James and Prince idle as usual.
1000,1796-08-17,Seven Yoke of Oxen and a Horse Mr. Reed Mr.  Gurney Mr. Billings Mr. Brisler  Sullivan and Thomas Lothrop and black  James Seven hands ploughing with the great Plough in the  Meadow below the lower Garden. Prince gone  to Mill. The Weather dry fair and cool. The Wind Easterly.
1001,1796-08-18,Ten Yoke of Oxen and ten Men ploughing in the Meadow below my House.   54    
1002,1796-08-19,Ten Yoke of Oxen and twelve hands ploughing in the meadow. It is astonishing  that such a Meadow should have lain so long in such a State. Brakes Hassock  Grass Cramberry Vines Poke or Skunk Cabbage Button Bushes alder Bushes old  Stumps and Roots Rocks Turtles Eels Frogs were the Chief Things to be  found in it. But I presume it may be made to produce Indian and English Grain  and English Grass especially Herdsgrass in Abundance. At least the Beauty of  the Meadow and the Sweetness of it and the Air over it will be improved.  Brackets Vintons and My Brothers oxen added to mine and those  from Abington.
1003,1796-08-20,Mrs. Adams returned with Mr. and  Mrs. Otis and Miss Harriot about 9 O  Clock at night.
1004,1796-08-21,The hottest day. Unwell.
1005,1796-08-22,Very hot but the Wind springs up. Unwell.
1006,1796-08-23,Went down to Mr. Quincys and up to our Tenants with  Mrs. Adams. Unwell.Brisler and the  two black Boys picking Apples.
1007,1796-08-24,Brisler and the black Boys picking Apples.
1008,1796-08-25,My Men complained of the heat more than at any time they accomplished never  the less about a rod and an half of the Wall.
1009,1796-08-26,Sullivan brought up a Load of Seaweed for the Swine. Trask  at Work the 3d day mowing Bushes in the old Plain.
1010,1796-08-27,The Wall the Alterations of the Road and the Carting of the Earth Soil  Loam Gravel and Stones out of the Way whether We spread them on the Meadow  lay them in heaps for Compost in the Yard or deposit them in Parts of the Road  where they may be wanted will in the most frugal Course We can take consume  much labour at a great Expence.
1011,1796-08-28,Hot. Went not out. Mr. Strong preached. Reading  Bryants Analysis of ancient Mythology.   59    
1012,1796-08-29,Warm. Billings Bass and two  Sullivans with James on the Wall. Carted 9 or 10 Load of excellent  Soil into an heap below the lower Garden Wall and put it to two Loads of  Seaweed and some Lime for manure for the Corn in the Meadow next Year. Carted  besides 3 Loads into the Hollow in the Cowyard. An extream hot day. Reading Bryant. Wrote to  Phila. to Wolcot and Pickering.
1013,1796-08-30,Prospect of another hot day. Pursuing the Wall. Tirrell  worked with our Men.Trask cutting Bushes on the  ploughed Meadow at the other Place. Wind shifted to  the North and then to the N.E. and the Air became very cold. Rode up to see  Trask. Carted Mould into the Yard all Day.
1014,1796-08-31,Wind north and Air cold. Working on the high Ways. Carried a great Part of  my gravel and spread it on the Road to the Meeting House.
1015,1796-09-01,The Summer is ended and the first day of Autumn commenced. The Morning is  cold tho the Wind is West. To Work again on the high  Ways. Billings out upon his Wall a little after Sunrise.  Captn. Hall Surveyor of High Ways  finished the Road between my Garden and new Wall.   60    
1016,1796-09-02,Stumbled over a Wheelbarrow in the night dark and hurt my  Shin.
1017,1796-09-03,Anniversary of Peace which has lasted 13 Years.
1018,1796-09-04,Fair. No Clergyman to day.
1019,1796-09-05,Sullivan brought a good Load of green Seaweed with six  Cattle which We spread and limed upon the heap of Compost in the Meadow.  Carted Earth from the Wall to the same heap. Tirrell here.  Stetson opening the Brook three feet wider Two feet on one  Side and three feet on the other at 9d. Pr. rod. Billings has never laid up  more than a Rod and a half a day of the Wall till Yesterday when he thinks he  laid up 28 feet.
1020,1796-09-06,Walked up to Trask mowing Bushes.
1021,1796-09-07,This Afternoon He came and took the Deed to execute and acknowledge.
1022,1796-09-08,Jackson Field brought me his Deed of  Mount Arrarat executed by himself and his Wife and acknowledged  before Major Miller. I received it and gave him my Note for  250 dollars. I then gave him my Consent without his asking it to pasture his  Cow as usual the Remainder of this Season for which he expressed Gratitude  and engaged to keep off Geese Sheep Hogs and Cattle. Received Letters from my  Son at  the Hague as late as 24 June.
1023,1796-09-09,Appearances of Rain.
1024,1796-09-10,Walked with my Brother to  Mount Arrarat and find upon Inquiry that Jo.  Arnold's Fence against the New Lane begins at the Road by the Nine  mile Stone. My half is towards Neddy Curtis's Land lately  Wm. Fields. The Western Half of the Fence against  Josiah Bass or in other Words that Part nearest to  Neddy Curtis's is mine. Against Dr. Greenleaf  my half is nearest to Josiah Bass's Land.   63    
1025,1804-08-24,The last Week in August We ploughed a ditch and  brought the Earth into the Yard and 32 loads of Mud from the Cove.
